title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
How to Lose a Country: The 7 Steps from Democracy ...,"Temelkuran, Ece",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781837263073/how-to-lose-a-country-the-7-steps-from-democracy-to-fascism?path=1_12,392000.0,392000.0,0.0,9781837263073.0,Canongate Books,15 October 2024,304.0,English,0.23,1
Sergey Brin and Larry Page,"McNab, Chris",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781398822702/sergey-brin-and-larry-page?path=1_12,34300.0,199000.0,83.0,9781398822702.0,Arcturus Publishing Ltd,01 November 2024,208.0,English UK / Other,0.27,1
Voice for the Voiceless,"Dalai Lama, His Holiness the",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780008743772/voice-for-the-voiceless?path=1_12,118300.0,336000.0,65.0,9780008743772.0,HarperCollins Publishers,13 March 2025,272.0,English UK / Other,0.28,0
Discipline and Punish,"Foucault, Michel",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241386019/discipline-and-punish?path=1_12,291000.0,291000.0,0.0,9780241386019.0,Penguin Books Ltd,09 April 2020,352.0,English,0.27,0
Beyond the Wand,"Felton, Tom",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781529149432/beyond-the-wand?path=1_12,393000.0,393000.0,0.0,9781529149432.0,Ebury Publishing,06 July 2023,320.0,English UK / Other,0.25,0
The Glass Islands: A Year in Lombok,"Heyward, Mark",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310163/the-glass-islands-a-year-in-lombok?path=1_12,258000.0,258000.0,0.0,9781915310163.0,Monsoon Books,15 September 2023,333.0,English,0.25,0
"The Maps We Carry : Psychedelics, Trauma and Our New...","Cartwright, Rose",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780008591922/the-maps-we-carry-psychedelics-trauma-and-our-new-path-to-mental-health?path=1_12,179200.0,224000.0,20.0,9780008591922.0,HarperCollins Publishers,16 January 2025,384.0,English UK / Other,0.26,0
Going Infinite,"Lewis, Michael",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781802063516/going-infinite?path=1_12,288000.0,288000.0,0.0,9781802063516.0,Penguin Books Ltd,27 August 2024,288.0,English UK / Other,0.22,0
The Book of Taylor: 50 Reasons Taylor Swift Rules ...,"Oliver, Billie",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781923049499/the-book-of-taylor-50-reasons-taylor-swift-rules-the-world?path=1_12,48300.0,295000.0,84.0,9781923049499.0,Smith Street Books,10 September 2024,104.0,English,0.36,0
Fahrenheit-182,"Hoppus, Mark",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781408724569/fahrenheit-182?path=1_12,335700.0,379000.0,11.0,9781408724569.0,"Little, Brown",08 April 2025,0.0,English,0.51,4
The Rise : Kobe Bryant and the Pursuit of Immortality...,"Sielski, Mike",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781529096064/the-rise-kobe-bryant-and-the-pursuit-of-immortality?path=1_12,278000.0,278000.0,0.0,9781529096064.0,Pan Macmillan,26 January 2023,384.0,English UK / Other,0.31,0
Beyond the Story,"Kang, Myeongseok",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781035031542/beyond-the-story?path=1_12,1050000.0,1050000.0,0.0,9781035031542.0,Pan Macmillan,09 July 2023,544.0,English UK / Other,1.21,0
What I Talk About When I Talk About Running: A Memoir...,"Murakami, Haruki",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780307473394/what-i-talk-about-when-i-talk-about-running-a-memoir?path=1_12,175000.0,175000.0,0.0,9780307473394.0,Knopf Doubleday Publishing Group,02 April 2009,192.0,English,0.1,1
Man's Search For Meaning,"Frankl, Viktor E.",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781844132393/man-s-search-for-meaning?path=1_12,236000.0,315000.0,25.0,9781844132393.0,Vintage Publishing,06 May 2004,160.0,English UK / Other,0.12,0
The Climate Book: The Facts and the Solutions,"Thunberg, Greta",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780593492321/the-climate-book-the-facts-and-the-solutions?path=1_12,414000.0,414000.0,0.0,9780593492321.0,Penguin Books,-,464.0,English,0.59,0
Selfish: Step Into a Journey of Self-Discovery to ...,"Szostak, Stephanie",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781637588895/selfish-step-into-a-journey-of-self-discovery-to-revive-confidence-joy-and-meaning?path=1_12,372000.0,372000.0,0.0,9781637588895.0,Post Hill Press,-,208.0,English,0.34,0
The Little Guide to Harry Styles: The New King of ...,Oh,Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781800696198/the-little-guide-to-harry-styles-the-new-king-of-pop?path=1_12,185000.0,185000.0,0.0,9781800696198.0,Oh,-,192.0,English,0.25,0
Confessions,Augustine,Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780140441147/confessions?path=1_12,288000.0,288000.0,0.0,9780140441147.0,Penguin Classics,30 November 1961,352.0,English,0.26,1
From Here to the Great Unknown: Oprah's Book Club: ...,"Presley, Lisa Marie",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780593733875/from-here-to-the-great-unknown-oprah-s-book-club-a-memoir?path=1_12,662000.0,662000.0,0.0,9780593733875.0,Random House,-,304.0,English,0.43,0
"Battle for the Bird: Jack Dorsey, Elon Musk, and the...","Wagner, Kurt",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781668017357/battle-for-the-bird-jack-dorsey-elon-musk-and-the-44-billion-fight-for-twitter-s-soul?path=1_12,69000.0,512000.0,87.0,9781668017357.0,Atria Books,-,368.0,English,0.5,2
Baddest Man,"Kriegal, Mark",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781529958959/baddest-man?path=1_12,410000.0,410000.0,0.0,9781529958959.0,Ebury Publishing,05 June 2025,0.0,English,0.54,4
Silent Coup: How Corporations Overthrew Democracy,"Provost, Claire",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781350464568/silent-coup-how-corporations-overthrew-democracy?path=1_12,398000.0,398000.0,0.0,9781350464568.0,Bloomsbury Academic,19 September 2024,312.0,English,0.5,0
Greenlights,"McConaughey, Matthew",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593139134/greenlights?path=1_12,538000.0,538000.0,0.0,9780593139134.0,Crown Publishing Group (NY),20 October 2020,304.0,English,0.52,0
Bts: A Graphic Biography,"Zambello, Filippo",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781836001041/bts-a-graphic-biography?path=1_12,34300.0,335000.0,90.0,9781836001041.0,White Lion Publishing,-,128.0,English,0.54,0
Adelaide,"Wheeler, Genevieve",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035912742/adelaide?path=1_12,262000.0,262000.0,0.0,9781035912742.0,Bloomsbury Publishing PLC,07 November 2024,400.0,English UK / Other,0.28,0
The Showman : The Inside Story That Made a War Leader...,"Shuster, Simon",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780008599188/the-showman-the-inside-story-that-made-a-war-leader-of-volodymyr-zelensky?path=1_12,446000.0,446000.0,0.0,9780008599188.0,HarperCollins Publishers,23 January 2024,0.0,English,0.52,0
"Our Green Change: A Journey to Green School, Bali & ...","Radice, Sandra",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781922850645/our-green-change-a-journey-to-green-school-bali-and-beyond?path=1_12,285000.0,285000.0,0.0,9781922850645.0,Shawline Publishing Group,-,304.0,English,0.45,0
Greetings from Jakarta: Postcards of A Capital 1900...,"Merrillees, Scott",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9789793780887/greetings-from-jakarta-postcards-of-a-capital-1900-1950?path=1_12,350000.0,650000.0,46.0,9789793780887.0,,-,248.0,English,0.0,0
Not All Heroes Wear Capes: The Incredible Story of...,"Lancaster, Jono",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781529149357/not-all-heroes-wear-capes-the-incredible-story-of-how-one-young-man-found-happiness-by-embracing-his-differences?path=1_12,446000.0,446000.0,0.0,9781529149357.0,Ebury Press,26 January 2024,224.0,English,0.32,0
Tears Become Rain: Stories of Transformation and Healing...,-,Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781952692628/tears-become-rain-stories-of-transformation-and-healing-inspired-by-thich-nhat-hanh?path=1_12,472000.0,472000.0,0.0,9781952692628.0,Parallax Press,-,240.0,English,0.2,0
The Hard Sell : Crime and Punishment at an Opioid ...,"Hughes, Evan",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035017898/the-hard-sell-crime-and-punishment-at-an-opioid-startup?path=1_12,288000.0,288000.0,0.0,9781035017898.0,Pan Macmillan,22 June 2023,288.0,English UK / Other,0.21,0
Is This Ok?: One Woman's Search for Connection Online...,"Gibsone, Harriet",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781035000999/is-this-ok-one-woman-s-search-for-connection-online?path=1_12,446000.0,446000.0,0.0,9781035000999.0,Picador UK,25 May 2023,304.0,English,0.41,0
The Last Politician: Inside Joe Biden's White House...,"Foer, Franklin",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781101981146/the-last-politician-inside-joe-biden-s-white-house-and-the-struggle-for-america-s-future?path=1_12,620000.0,620000.0,0.0,9781101981146.0,Penguin Press,-,432.0,English,0.66,0
The Red Emperor : Xi Jinping and His New China,"Sheridan, Michael",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035413485/the-red-emperor-xi-jinping-and-his-new-china?path=1_12,358000.0,358000.0,0.0,9781035413485.0,Headline Publishing Group,29 August 2024,0.0,English,0.47,0
They All Came to Barneys: A Personal History of the...,"Pressman, Gene",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593654798/they-all-came-to-barneys-a-personal-history-of-the-world-s-greatest-store?path=1_12,279000.0,548000.0,49.0,9780593654798.0,Viking,-,400.0,English,0.64,0
Impossible City,"Kuper, Simon",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781800816503/impossible-city?path=1_12,288000.0,288000.0,0.0,9781800816503.0,Profile Books Ltd,06 February 2025,272.0,English UK / Other,0.23,0
Sonny Boy,"Pacino, Al",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781529912623/sonny-boy?path=1_12,569000.0,569000.0,0.0,9781529912623.0,Cornerstone,15 October 2024,384.0,English UK / Other,0.68,0
Leo XIV,"Altieri, Christopher R.",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781399430883/leo-xiv?path=1_12,216300.0,408000.0,47.0,9781399430883.0,Bloomsbury Publishing (UK),02 October 2025,224.0,English,0.3,0
Taylor Swift - American Girl,"McHugh, Carolyn",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781915343024/taylor-swift-american-girl?path=1_12,49000.0,405000.0,88.0,9781915343024.0,Sona Books,02 May 2023,112.0,English,0.64,0
Taylor Swift - A Life in Pictures,"McHugh, Carolyn",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781915343673/taylor-swift-a-life-in-pictures?path=1_12,83300.0,478000.0,83.0,9781915343673.0,Sona Books,15 September 2024,80.0,English,0.7,0
Kitchen Confidential Annotated Edition: Adventures...,"Bourdain, Anthony",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780063376502/kitchen-confidential-annotated-edition-adventures-in-the-culinary-underbelly?path=1_12,496000.0,496000.0,0.0,9780063376502.0,Ecco Press,-,416.0,English,0.46,1
Why I Am So Clever,"Nietzsche, Friedrich",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241251850/why-i-am-so-clever?path=1_12,92000.0,92000.0,0.0,9780241251850.0,Penguin Books,03 March 2016,64.0,English,0.05,1
Totto-Chan: The Little Girl at the Window,"Kuroyanagi, Tetsuko",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781568363912/totto-chan-the-little-girl-at-the-window?path=1_12,227000.0,227000.0,0.0,9781568363912.0,Kodansha International,23 March 2012,232.0,English,0.23,2
Confronting Evil: Assessing the Worst of the Worst...,"O'Reilly, Bill",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781250374042/confronting-evil-assessing-the-worst-of-the-worst?path=1_12,300300.0,569000.0,47.0,9781250374042.0,St. Martin's Press,-,304.0,English,0.5,0
George Yeo: Musings - Series One,"Yeo, George Yong-Boon",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9789811261282/george-yeo-musings-series-one?path=1_12,1559000.0,1559000.0,0.0,9789811261282.0,World Scientific Publishing Company,-,480.0,English,0.62,0
Ring of Fire: An Indonesian Odyssey,"Blair, Lawrence",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780648758020/ring-of-fire-an-indonesian-odyssey?path=1_12,370000.0,370000.0,0.0,9780648758020.0,Dean Publishing,-,346.0,English,0.62,0
The Unabridged Journals of Sylvia Plath,"Plath, Sylvia",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780385720250/the-unabridged-journals-of-sylvia-plath?path=1_12,496000.0,496000.0,0.0,9780385720250.0,Vintage,17 October 2000,768.0,English,0.61,0
The Look,"Obama, Michelle",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593800706/the-look?path=1_12,409000.0,828000.0,51.0,9780593800706.0,Crown Publishing Group (NY),-,304.0,English,1.84,0
Taylor Swift: Icon,"Sprinkel, Katy",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781637274866/taylor-swift-icon?path=1_12,309000.0,309000.0,0.0,9781637274866.0,Triumph Books (IL),-,112.0,English,0.41,0
Mad Woman,"Gordon, Bryony",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035408696/mad-woman?path=1_12,320000.0,320000.0,0.0,9781035408696.0,Headline Publishing Group,15 February 2024,0.0,English,0.4,0
The Lonely City : Adventures in the Art of Being Alone...,"Laing, Olivia",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781782111252/the-lonely-city-adventures-in-the-art-of-being-alone?path=1_12,288000.0,288000.0,0.0,9781782111252.0,Canongate Books,02 March 2017,336.0,English UK / Other,0.23,0
Good Arguments: How Debate Teaches Us to Listen and...,"Seo, Bo",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780593299531/good-arguments-how-debate-teaches-us-to-listen-and-be-heard?path=1_12,393000.0,393000.0,0.0,9780593299531.0,Penguin Books,-,352.0,English,0.27,0
Making It So,"Stewart, Patrick",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781398512948/making-it-so?path=1_12,656000.0,656000.0,0.0,9781398512948.0,Simon & Schuster Ltd,03 October 2023,480.0,English UK / Other,0.69,0
Breaking Twitter,"Mezrich, Ben",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035032471/breaking-twitter?path=1_12,446000.0,446000.0,0.0,9781035032471.0,Pan Macmillan,09 November 2023,352.0,English,0.44,0
Spare Us! : A Harrody,Bruno Vincent,Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780349146065/spare-us-a-harrody?path=1_12,262000.0,262000.0,0.0,9780349146065.0,"Little, Brown Book Group",06 April 2023,112.0,English,0.2,0
Agatha Christie,"Worsley, Lucy",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781529303919/agatha-christie?path=1_12,288000.0,288000.0,0.0,9781529303919.0,Hodder & Stoughton,31 August 2023,432.0,English UK / Other,0.33,0
Taylor Swift Style: Fashion Through the Eras,"Chapelle, Sarah",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781250906151/taylor-swift-style-fashion-through-the-eras?path=1_12,724000.0,724000.0,0.0,9781250906151.0,St. Martin's Griffin,-,352.0,English,1.2,0
The Dream: Breaking Champions League Records,"Ancelotti, Carlo",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781529955569/the-dream-breaking-champions-league-records?path=1_12,520000.0,520000.0,0.0,9781529955569.0,Ebury Spotlight,25 September 2025,304.0,English,0.57,0
Shoe Dog,"Knight, Phil",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781471146725/shoe-dog?path=1_12,270000.0,270000.0,0.0,9781471146725.0,Simon & Schuster Ltd,03 May 2018,400.0,English UK / Other,0.29,3
Owner of a Lonely Heart: A Memoir,"Nguyen, Beth",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781982196349/owner-of-a-lonely-heart-a-memoir?path=1_12,709000.0,709000.0,0.0,9781982196349.0,Scribner Book Company,-,256.0,English,0.37,0
Smart Money,"Larsen, Casey",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781526678478/smart-money?path=1_12,400000.0,400000.0,0.0,9781526678478.0,Bloomsbury Export,24 October 2024,0.0,English UK / Other,0.43,0
Defiant Dreams,"Kapoor, Malaina",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780857528810/defiant-dreams?path=1_12,446000.0,446000.0,0.0,9780857528810.0,Transworld,01 June 2023,0.0,English,0.39,0
Man's Search for Meaning,"Frankl, Viktor E.",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780807014271/man-s-search-for-meaning?path=1_12,360000.0,360000.0,0.0,9780807014271.0,Beacon Press,01 June 2006,184.0,English,0.23,1
The Real Osamu Dazai: A Life in Twenty Stories,"Dazai, Osamu",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9784805318348/the-real-osamu-dazai-a-life-in-twenty-stories?path=1_12,268000.0,268000.0,0.0,9784805318348.0,Tuttle Publishing,-,320.0,English,0.36,0
Going Infinite,"Lewis, Michael",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780241651117/going-infinite?path=1_12,534000.0,534000.0,0.0,9780241651117.0,Penguin Books Ltd,03 October 2023,272.0,English UK / Other,0.47,0
Every Moment Was You,"Ha, Taewoan",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780349443515/every-moment-was-you?path=1_12,152150.0,359000.0,58.0,9780349443515.0,"Little, Brown Book Group",15 May 2025,288.0,English UK / Other,0.35,0
"Delivering Happiness: A Path to Profits, Passion, ...","Hsieh, Tony",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780446576222/delivering-happiness-a-path-to-profits-passion-and-purpose?path=1_12,393000.0,393000.0,0.0,9780446576222.0,Grand Central Publishing,19 March 2013,272.0,English,0.27,0
Lost Horizons: A Foreign Correspondent's Extraordinary...,"Gray, Denis D.",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780804858595/lost-horizons-a-foreign-correspondent-s-extraordinary-life-story?path=1_12,299600.0,428000.0,30.0,9780804858595.0,Tuttle Publishing,-,304.0,English,0.5,0
Extremely Hardcore: Inside Elon Musk's Twitter,"Schiffer, Zoë",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780593716601/extremely-hardcore-inside-elon-musk-s-twitter?path=1_12,708000.0,708000.0,0.0,9780593716601.0,Portfolio,-,352.0,English,0.54,0
