title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
The Happiness Files: Insights on Work and Life by ...,"Brooks, Arthur C.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9798892792264/the-happiness-files-insights-on-work-and-life-by-arthur-c-brooks?path=1_13,545000.0,545000.0,0.0,9798892792264.0,Harvard Business Review Press,-,272.0,English,0.41,0
Pokemon Encyclopedia: Updated and Expanded 2024,Pokemon,Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9780008659257/pokemon-encyclopedia-updated-and-expanded-2024?path=1_13,650000.0,650000.0,0.0,9780008659257.0,HarperCollins Publishers,10 October 2024,352.0,English UK / Other,1.2,0
The Power of Creative Destruction: Economic Upheaval...,"Aghion, Philippe",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780674292093/the-power-of-creative-destruction-economic-upheaval-and-the-wealth-of-nations?path=1_13,418000.0,418000.0,0.0,9780674292093.0,Belknap Press,07 March 2023,400.0,English,0.45,1
Palm Oil: The Grease of Empire Volume 4,"Haiven, Max",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780745345826/palm-oil-the-grease-of-empire-volume-4?path=1_13,370000.0,370000.0,0.0,9780745345826.0,Pluto Press (UK),-,160.0,English,0.16,0
Rethinking Investing: A Very Short Guide to Very Long...,"Ellis, Charles D.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781394328291/rethinking-investing-a-very-short-guide-to-very-long-term-investing?path=1_13,219000.0,280000.0,22.0,9781394328291.0,Wiley,-,128.0,English,0.19,0
Silk Silver Opium: The Trade with China That Changed...,"Pembroke, Michael",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781761451980/silk-silver-opium-the-trade-with-china-that-changed-history?path=1_13,375000.0,375000.0,0.0,9781761451980.0,Hardie Grant Books,-,384.0,English,0.5,0
Trump: The Art of the Deal,"Trump, Donald",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781847943033/trump-the-art-of-the-deal?path=1_13,360000.0,360000.0,0.0,9781847943033.0,Cornerstone,13 August 2020,384.0,English UK / Other,0.29,0
Surrounded by Narcissists,"Erikson, Thomas",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781785043673/surrounded-by-narcissists?path=1_13,298000.0,298000.0,0.0,9781785043673.0,Ebury Publishing,21 June 2022,320.0,English UK / Other,0.22,0
The Geek Way : The Radical Mindset That Drives Extraordinary...,"McAfee, Andrew",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781035026210/the-geek-way-the-radical-mindset-that-drives-extraordinary-results?path=1_13,216000.0,288000.0,25.0,9781035026210.0,Pan Macmillan,14 November 2024,336.0,English UK / Other,0.24,0
The Invisible Doctrine : The Secret History of Neoliberalism...,"Hutchison, Peter",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781802062694/the-invisible-doctrine-the-secret-history-of-neoliberalism-and-how-it-came-to-control-your-life?path=1_13,189000.0,250000.0,24.0,9781802062694.0,Penguin Books Ltd,27 March 2025,224.0,English UK / Other,0.17,0
Ego Is the Enemy,"Holiday, Ryan",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781591847816/ego-is-the-enemy?path=1_13,230000.0,363000.0,37.0,9781591847816.0,Portfolio,14 June 2016,256.0,English,0.27,0
Become Time Rich: How to Stop Being Busy and Start...,"Ross, Lloyd J.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781394337514/become-time-rich-how-to-stop-being-busy-and-start-getting-wealthy?path=1_13,339000.0,440000.0,23.0,9781394337514.0,Wiley,-,224.0,English,0.41,0
Bitcoin Is for Everyone: Why Our Financial System ...,"Brunell, Natalie",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781804091135/bitcoin-is-for-everyone-why-our-financial-system-is-broken-and-bitcoin-is-the-solution?path=1_13,309000.0,408000.0,24.0,9781804091135.0,Harriman House,25 November 2025,256.0,English,0.26,0
Thinking in Systems: International Bestseller,"Meadows, Donella",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781603580557/thinking-in-systems-international-bestseller?path=1_13,475000.0,475000.0,0.0,9781603580557.0,Chelsea Green Publishing Company,03 December 2008,240.0,English,0.37,0
The Little Book of Success: Sixteen Steps to the Prosperity...,"Hill, Napoleon",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781250384287/the-little-book-of-success-sixteen-steps-to-the-prosperity-you-deserve-and-desire?path=1_13,218000.0,218000.0,0.0,9781250384287.0,St. Martin's Essentials,-,208.0,English,0.68,0
Optimal,"Cherniss, Cary",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780241609033/optimal?path=1_13,179000.0,348000.0,49.0,9780241609033.0,Penguin Books Ltd,11 January 2024,0.0,English,0.34,0
Lean Learning,"Flynn, Pat",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781668203668/lean-learning?path=1_13,345000.0,345000.0,0.0,9781668203668.0,Simon Element / Simon Acumen,-,256.0,English,0.27,0
The Nvidia Way: Jensen Huang and the Making of a Tech...,"Kim, Tae",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781324086710/the-nvidia-way-jensen-huang-and-the-making-of-a-tech-giant?path=1_13,598000.0,598000.0,0.0,9781324086710.0,W. W. Norton & Company,-,272.0,English,0.45,1
The Systems Leader : Mastering the Cross-Pressures...,"Siegel, Robert E.",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9798217087082/the-systems-leader-mastering-the-cross-pressures-that-make-or-break-today-s-companies?path=1_13,350000.0,350000.0,0.0,9798217087082.0,Random House USA Inc,03 June 2025,256.0,English UK / Other,0.26,0
"Influence, New and Expanded","Robert B. Cialdini, PhD",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780063136892/influence-new-and-expanded?path=1_13,358000.0,358000.0,0.0,9780063136892.0,HarperCollins,04 May 2021,0.0,English,0.61,0
The Culture Map,"Meyer, Erin",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781610392761/the-culture-map?path=1_13,374000.0,374000.0,0.0,9781610392761.0,PublicAffairs,05 January 2016,288.0,English,0.29,1
The Sovereign Individual,"Davidson, James Dale",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9780684832722/the-sovereign-individual?path=1_13,455000.0,455000.0,0.0,9780684832722.0,Touchstone Books,26 August 1999,448.0,English,0.57,0
Beyond Profit: Purpose-Driven Leadership for a Wellbeing...,"Hurth, Victoria",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781399822480/beyond-profit-purpose-driven-leadership-for-a-wellbeing-economy?path=1_13,469000.0,615000.0,24.0,9781399822480.0,John Murray Publishers,-,320.0,English,0.45,0
The Split: Finding the Opportunities in China's Economy...,"Rein, Shaun",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781399816397/the-split-finding-the-opportunities-in-china-s-economy-in-the-new-world-order?path=1_13,619000.0,619000.0,0.0,9781399816397.0,John Murray Publishers,-,256.0,English,0.27,0
Harvard Business Review Project Management Handbook...,"Nieto-Rodriguez, Antonio",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781647821258/harvard-business-review-project-management-handbook-how-to-launch-lead-and-sponsor-successful-projects?path=1_13,598000.0,600000.0,0.0,9781647821258.0,Harvard Business Review Press,-,352.0,English,0.5,0
The Need to Lead: A Topgun Instructor's Lessons on...,"Berke, Dave",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781250361639/the-need-to-lead-a-topgun-instructor-s-lessons-on-how-leadership-solves-every-challenge?path=1_13,409000.0,545000.0,25.0,9781250361639.0,St. Martin's Press,-,288.0,English,0.48,0
KIND,"Allcott, Graham",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781399417372/kind?path=1_13,393000.0,393000.0,0.0,9781399417372.0,Bloomsbury Publishing (UK),10 October 2024,240.0,English,0.3,0
"The ChatGPT Revolution: Get Curious, Get Productive...","McGeorge, Donna",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781394283125/the-chatgpt-revolution-get-curious-get-productive-and-get-creative-with-ai?path=1_13,398000.0,398000.0,0.0,9781394283125.0,Wiley,04 September 2024,288.0,English,0.3,0
"The Business Models Handbook: The Tools, Techniques...","Hague, Paul",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781398611757/the-business-models-handbook-the-tools-techniques-and-frameworks-every-business-professional-needs-to-succeed?path=1_13,1225000.0,1225000.0,0.0,9781398611757.0,Kogan Page,-,392.0,English,0.74,0
Poor Charlie's Almanack: The Essential Wit and Wisdom...,"Munger, Charles T.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781953953230/poor-charlie-s-almanack-the-essential-wit-and-wisdom-of-charles-t-munger?path=1_13,560000.0,560000.0,0.0,9781953953230.0,Stripe Press,-,384.0,English,0.86,0
Happy Money,"Honda, Ken",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781473684157/happy-money?path=1_13,216000.0,288000.0,25.0,9781473684157.0,John Murray Press,16 July 2020,240.0,English UK / Other,0.17,1
How to AI: Cut Through the Hype. Master the Basics...,"Mims, Christopher",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9798217086184/how-to-ai-cut-through-the-hype-master-the-basics-transform-your-work?path=1_13,545000.0,545000.0,0.0,9798217086184.0,Crown Currency,-,256.0,English,0.34,0
"The 5 Second Rule : Transform your Life, Work, and...","Robbins, Mel",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9798895653630/the-5-second-rule-transform-your-life-work-and-confidence-with-everyday-courage?path=1_13,408000.0,408000.0,0.0,9798895653630.0,Post Hill Press,22 May 2025,248.0,English UK / Other,0.39,0
How to Stand Up to a Dictator,"Ressa, Maria",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9780753559215/how-to-stand-up-to-a-dictator?path=1_13,393000.0,393000.0,0.0,9780753559215.0,Ebury Publishing,07 September 2023,336.0,English UK / Other,0.24,1
1929,"Sorkin, Andrew Ross",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9780241479414/1929?path=1_13,529000.0,698000.0,24.0,9780241479414.0,Penguin Books Ltd,14 October 2025,592.0,English UK / Other,1.05,0
Radical Candor: Fully Revised & Updated Edition,"Scott, Kim",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781250258403/radical-candor-fully-revised-and-updated-edition?path=1_13,180000.0,189000.0,5.0,9781250258403.0,St. Martin's Publishing Group,01 October 2019,0.0,English,0.23,0
The Plan: Manage Your Time Like a Lazy Genius,"Adachi, Kendra",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9780593727935/the-plan-manage-your-time-like-a-lazy-genius?path=1_13,209000.0,430000.0,51.0,9780593727935.0,Convergent Books,-,256.0,English,0.39,0
What's Keeping You Broke?: An Illustrated Guide to...,The Simple Sum,Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781394268580/what-s-keeping-you-broke-an-illustrated-guide-to-financial-freedom-by-the-simple-sum?path=1_13,349000.0,455000.0,23.0,9781394268580.0,Wiley,-,464.0,English,0.66,0
Jim Rohn's Success Blueprint: How Today's Actions ...,"Rohn, Jim",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781640954939/jim-rohn-s-success-blueprint-how-today-s-actions-achieve-tomorrow-s-goals?path=1_13,229000.0,298000.0,23.0,9781640954939.0,Sound Wisdom,-,224.0,English,0.26,0
Discipline Is Destiny: The Power of Self-Control,"Holiday, Ryan",Hardcover,0,Business & Self-Help,http://www.periplus.com/p/9780593191699/discipline-is-destiny-the-power-of-self-control?path=1_13,558000.0,558000.0,0.0,9780593191699.0,Portfolio,-,352.0,English,0.36,0
"The Get Things Done Book : 41 Tools to Start, Stick...","Tschappeler, Roman",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781800814646/the-get-things-done-book-41-tools-to-start-stick-with-and-finish-things?path=1_13,285000.0,285000.0,0.0,9781800814646.0,Profile Books Ltd,02 February 2023,176.0,English UK / Other,0.2,0
MCU: The Reign of Marvel Studios,"Edwards, Gavin",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781472270771/mcu-the-reign-of-marvel-studios?path=1_13,294000.0,393000.0,25.0,9781472270771.0,Headline Publishing Group,15 October 2024,544.0,English UK / Other,0.38,0
Hermès - The Fashion Icons,"James, Alison",Hardcover,0,Business & Self-Help,http://www.periplus.com/p/9781915343482/herm-s-the-fashion-icons?path=1_13,724000.0,724000.0,0.0,9781915343482.0,Sona Books,26 November 2024,144.0,English,0.75,0
"The First 90 Days, Updated and Expanded: Proven Strategies...","Watkins, Michael D.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781422188613/the-first-90-days-updated-and-expanded-proven-strategies-for-getting-up-to-speed-faster-and-smarter?path=1_13,550000.0,550000.0,0.0,9781422188613.0,Harvard Business Review Press,14 May 2013,304.0,English,0.39,0
Building a Second Brain,"Forte, Tiago",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781800812222/building-a-second-brain?path=1_13,288000.0,288000.0,0.0,9781800812222.0,Profile Books Ltd,03 August 2023,272.0,English UK / Other,0.22,0
The Invisible Doctrine : The Secret History of Neoliberalism...,"Hutchison, Peter",Hardcover,0,Business & Self-Help,http://www.periplus.com/p/9780241635902/the-invisible-doctrine-the-secret-history-of-neoliberalism-and-how-it-came-to-control-your-life?path=1_13,299000.0,299000.0,0.0,9780241635902.0,Penguin Books Ltd,16 May 2024,224.0,English UK / Other,0.22,0
How to Be a Digital Nomad: Build a Successful Career...,"Ihrig, Kayla",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781398613058/how-to-be-a-digital-nomad-build-a-successful-career-while-travelling-the-world?path=1_13,446000.0,446000.0,0.0,9781398613058.0,Kogan Page,-,248.0,English,0.24,1
From CIA to CEO,"Patel, Rupal",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781788706742/from-cia-to-ceo?path=1_13,262000.0,262000.0,0.0,9781788706742.0,Bonnier,11 January 2024,320.0,English,0.0,0
Every Screen on the Planet,"Baker-White, Emily",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781035049271/every-screen-on-the-planet?path=1_13,209000.0,418000.0,50.0,9781035049271.0,Pan Macmillan,02 October 2025,368.0,English,0.45,0
CEO Ready: What You Need to Know to Earn the Job--...,"Thompson, Mark",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9798892791687/ceo-ready-what-you-need-to-know-to-earn-the-job-and-keep-the-job?path=1_13,479000.0,635000.0,25.0,9798892791687.0,Harvard Business Review Press,-,272.0,English,0.5,0
Who Moved My Cheese,"Johnson, Dr Spencer",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9780091816971/who-moved-my-cheese?path=1_13,236000.0,236000.0,0.0,9780091816971.0,Ebury Publishing,04 March 1999,96.0,English UK / Other,0.09,0
Material World,"Conway, Ed",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9780753559178/material-world?path=1_13,288000.0,288000.0,0.0,9780753559178.0,Ebury Publishing,01 August 2024,512.0,English UK / Other,0.35,0
Job Therapy,"West, Tessa",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781529146691/job-therapy?path=1_13,446000.0,446000.0,0.0,9781529146691.0,Ebury Publishing,25 July 2024,288.0,English UK / Other,0.36,0
"Warriors, Rebels and Saints","Temkin, Moshik",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781805221111/warriors-rebels-and-saints?path=1_13,288000.0,288000.0,0.0,9781805221111.0,Profile Books Ltd,25 July 2024,320.0,English UK / Other,0.25,0
Sergey Brin and Larry Page,"McNab, Chris",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781398822702/sergey-brin-and-larry-page?path=1_13,34300.0,199000.0,83.0,9781398822702.0,Arcturus Publishing Ltd,01 November 2024,208.0,English UK / Other,0.27,1
Ogilvy on Advertising,"Ogilvy, David",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781802794960/ogilvy-on-advertising?path=1_13,280000.0,280000.0,0.0,9781802794960.0,Headline Publishing Group,02 February 2023,288.0,English UK / Other,0.25,0
CEO Excellence,"Malhotra, Vikram",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781668000458/ceo-excellence?path=1_13,354000.0,354000.0,0.0,9781668000458.0,Scribner,15 March 2022,0.0,English,0.41,0
Is the Chinese Economy a Miracle or a Bubble?,"Lau, Lawrence Juen-Yee",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9789819807291/is-the-chinese-economy-a-miracle-or-a-bubble?path=1_13,468000.0,468000.0,0.0,9789819807291.0,World Scientific Publishing Company,-,516.0,English,0.0,0
Genesis,"Kissinger, Henry a.",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780316584425/genesis?path=1_13,374000.0,374000.0,0.0,9780316584425.0,Little Brown and Company,19 November 2024,288.0,English,0.36,0
50 Ideas that Changed the World of Work,"Kourdi, Jeremy",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781800816299/50-ideas-that-changed-the-world-of-work?path=1_13,268000.0,268000.0,0.0,9781800816299.0,Profile Books Ltd,24 April 2025,304.0,English UK / Other,0.25,0
I Will Teach You to Be Rich: No Guilt. No Excuses. ...,"Sethi, Ramit",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781523505746/i-will-teach-you-to-be-rich-no-guilt-no-excuses-just-a-6-week-program-that-works-second-edition?path=1_13,308000.0,308000.0,0.0,9781523505746.0,Workman Publishing,14 May 2019,352.0,English,0.48,0
The Age of Extraction tpb US,Tim Wu,Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781524712952/the-age-of-extraction-tpb-us?path=1_13,169000.0,335000.0,50.0,9781524712952.0,PRHUS,04 November 2025,224.0,English,0.31,0
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance...","Holiday, Ryan",Hardcover,0,Business & Self-Help,http://www.periplus.com/p/9780735211735/the-daily-stoic-366-meditations-on-wisdom-perseverance-and-the-art-of-living?path=1_13,305000.0,305000.0,0.0,9780735211735.0,Portfolio,18 October 2016,416.0,English,0.52,3
Pokemon Encyclopedia Updated and Expanded 2022,Pokemon,Hardcover,0,Business & Self-Help,http://www.periplus.com/p/9780008535483/pokemon-encyclopedia-updated-and-expanded-2022?path=1_13,625000.0,625000.0,0.0,9780008535483.0,HarperCollins Publishers,27 October 2022,336.0,English UK / Other,1.32,1
Building Your Money Machine: How to Get Your Money...,"Abraham, Mel H.",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781401979508/building-your-money-machine-how-to-get-your-money-to-work-harder-for-you-than-you-did-for-it?path=1_13,249000.0,498000.0,50.0,9781401979508.0,Hay House LLC,-,312.0,English,0.49,0
Goals! Third Edition: How to Get Everything You Want...,"Tracy, Brian",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9798890570437/goals-third-edition-how-to-get-everything-you-want-faster-than-you-ever-thought-possible?path=1_13,516000.0,516000.0,0.0,9798890570437.0,Berrett-Koehler Publishers,-,304.0,English,0.34,0
AI and Innovation: How to Transform Your Business ...,"Lewrick, Michael",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781394254972/ai-and-innovation-how-to-transform-your-business-and-outpace-the-competition-with-generative-ai?path=1_13,585000.0,652000.0,10.0,9781394254972.0,Wiley,-,272.0,English,0.56,0
Mood Machine,"Pelly, Liz",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781399718851/mood-machine?path=1_13,169000.0,340000.0,50.0,9781399718851.0,Hodder & Stoughton,13 March 2025,0.0,English,0.36,0
"Get to the Point! Second Edition: Simplify, Sharpen...","Schwartzberg, Joel",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9798890571052/get-to-the-point-second-edition-simplify-sharpen-and-sell-your-message?path=1_13,269000.0,358000.0,25.0,9798890571052.0,Berrett-Koehler Publishers,-,160.0,English,0.16,0
The Atomic Habits Workbook: Official Companion to ...,"Clear, James",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9798217180509/the-atomic-habits-workbook-official-companion-to-the-1-worldwide-bestseller?path=1_13,445000.0,445000.0,0.0,9798217180509.0,Avery Publishing Group,-,320.0,English,0.62,0
Cozy Cuties: Coloring Book for Adults and Kids,"Wyo, Coco",Paperback,1,Children's Books,http://www.periplus.com/p/9798217116850/cozy-cuties-coloring-book-for-adults-and-kids?path=1_14,168000.0,168000.0,0.0,9798217116850.0,Random House Books for Young Readers,-,96.0,English,0.25,2
Disney Wings of Starlight,"Saft, Allison",Paperback,1,Children's Books,http://www.periplus.com/p/9781835871317/disney-wings-of-starlight?path=1_14,215000.0,215000.0,0.0,9781835871317.0,Bonnier Books Ltd,13 February 2025,400.0,English UK / Other,0.28,0
Count and Slide Things That Go,"Hainsby, Christie",Board Book,1,Children's Books,http://www.periplus.com/p/9781836424642/count-and-slide-things-that-go?path=1_14,218000.0,218000.0,0.0,9781836424642.0,Make Believe Ideas,01 August 2025,10.0,English UK / Other,0.53,0
Bluey: Little Library,Bluey,Board Book,1,Children's Books,http://www.periplus.com/p/9780241486900/bluey-little-library?path=1_14,150000.0,150000.0,0.0,9780241486900.0,Penguin Random House Children's UK,30 September 2021,48.0,English UK / Other,0.33,0
Bluey: My Mum Is the Best,Bluey,Board Book,1,Children's Books,http://www.periplus.com/p/9780241550687/bluey-my-mum-is-the-best?path=1_14,175000.0,175000.0,0.0,9780241550687.0,Penguin Random House Children's UK,02 February 2023,24.0,English UK / Other,0.37,0
Fake Skating,"Painter, Lynn",Paperback,1,Children's Books,http://www.periplus.com/p/9781398537866/fake-skating?path=1_14,205000.0,205000.0,0.0,9781398537866.0,Simon & Schuster Ltd,30 September 2025,448.0,English UK / Other,0.32,0
"Bluey - Oooh, Shiny! A Bluey Flashlight Toy Adventure...",PI Kids,Paperback,0,Children's Books,http://www.periplus.com/p/9798384600121/bluey-oooh-shiny-a-bluey-flashlight-toy-adventure-sound-book-pi-kids?path=1_14,420000.0,420000.0,0.0,9798384600121.0,Phoenix International Publications,06 May 2025,10.0,English,0.27,3
Pop-Up Peekaboo! Frozen,DK,Board Book,1,Children's Books,http://www.periplus.com/p/9780241720448/pop-up-peekaboo-frozen?path=1_14,235000.0,235000.0,0.0,9780241720448.0,Dorling Kindersley Ltd,28 August 2025,12.0,English UK / Other,0.53,0
Unicornia: Learning to Fly,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529519860/unicornia-learning-to-fly?path=1_14,158000.0,158000.0,0.0,9781529519860.0,Walker Books Ltd,06 June 2024,128.0,English UK / Other,0.27,0
Magnetic Play and Learn Animals,"Lambert, Nat",Hardcover,1,Children's Books,http://www.periplus.com/p/9781784456207/magnetic-play-and-learn-animals?path=1_14,175000.0,175000.0,0.0,9781784456207.0,Gemini Books Group Ltd,15 August 2024,10.0,English UK / Other,0.42,0
Disney Frozen 2 My Busy Books,by Phidal Publishing Inc. (Author),Paperback,1,Children's Books,http://www.periplus.com/p/9782764349250/disney-frozen-2-my-busy-books?path=1_14,290000.0,290000.0,0.0,9782764349250.0,Phidal,03 October 2019,10.0,English,0.46,0
Piano Book - Twinkle Twinkle,North Parade Publishing,Paperback,1,Children's Books,http://www.periplus.com/p/9781835096635/piano-book-twinkle-twinkle?path=1_14,315000.0,315000.0,0.0,9781835096635.0,North Parade Publishing,30 July 2023,7.0,English,0.3,0
How to be a Genius Kid,Waldo Pancake Ltd,Paperback,1,Children's Books,http://www.periplus.com/p/9780571380046/how-to-be-a-genius-kid?path=1_14,265000.0,265000.0,0.0,9780571380046.0,Faber & Faber,06 June 2024,256.0,English UK / Other,0.45,0
Pablo and Splash: Roman Holiday,"Dempsey, Sheena",Paperback,1,Children's Books,http://www.periplus.com/p/9781526662859/pablo-and-splash-roman-holiday?path=1_14,200000.0,200000.0,0.0,9781526662859.0,Bloomsbury Publishing PLC,31 July 2025,240.0,English UK / Other,0.48,0
Unicornia: A Magical Birthday,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529520002/unicornia-a-magical-birthday?path=1_14,188000.0,188000.0,0.0,9781529520002.0,Walker Books Ltd,07 November 2024,128.0,English UK / Other,0.27,0
Rasa Sayang Pocket Sound Book-ID,Unknown Author,Hardcover,1,Children's Books,http://www.periplus.com/p/9789811439506/rasa-sayang-pocket-sound-book-id?path=1_14,199000.0,199000.0,0.0,9789811439506.0,Peyron Singapore PTE LTD,01 January 2025,10.0,Indonesian,0.5,0
Sunrise on the Reaping,"Collins, Suzanne",Hardcover,1,Children's Books,http://www.periplus.com/p/9780702340574/sunrise-on-the-reaping?path=1_14,515000.0,515000.0,0.0,9780702340574.0,Scholastic,18 March 2025,416.0,English UK / Other,0.69,1
Disney Stitch Tattle Tales,by Phidal Publishing Inc. (Editor),Paperback,1,Children's Books,http://www.periplus.com/p/9782764358047/disney-stitch-tattle-tales?path=1_14,175000.0,175000.0,0.0,9782764358047.0,Phidal Publishing Inc.,10 April 2024,12.0,English,0.27,0
Marvel Spidey and his Amazing Friends,-,Hardcover,1,Children's Books,http://www.periplus.com/p/9782764357538/marvel-spidey-and-his-amazing-friends?path=1_14,275000.0,275000.0,0.0,9782764357538.0,Phidal Publishing,01 April 2024,10.0,English UK / Other,0.67,0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203938/warriors-graphic-novel-the-prophecies-begin-part-three-of-three?path=1_14,318000.0,318000.0,0.0,9780063203938.0,Harperalley,09 October 2025,272.0,English,0.57,0
Key Skills for Toddlers,"Priddy, Roger",Paperback,1,Children's Books,http://www.periplus.com/p/9781916745223/key-skills-for-toddlers?path=1_14,235000.0,235000.0,0.0,9781916745223.0,Priddy Books,09 May 2024,128.0,English UK / Other,0.56,0
Little Explorers: Science,"Ltd., Dynamo",Board Book,1,Children's Books,http://www.periplus.com/p/9781800782587/little-explorers-science?path=1_14,248000.0,248000.0,0.0,9781800782587.0,Templar Books,05 January 2023,16.0,English UK / Other,0.53,0
My Busy Bk: Disney Princess,Phidal Publishing Inc,Paperback,1,Children's Books,http://www.periplus.com/p/9782764371015/my-busy-bk-disney-princess?path=1_14,276000.0,276000.0,0.0,9782764371015.0,Phidal Publishing Inc,01 April 2025,0.0,English,0.67,0
Dressing Up Princesses,"Thomson, Kate",Board Book,1,Children's Books,http://www.periplus.com/p/9781787007048/dressing-up-princesses?path=1_14,175000.0,175000.0,0.0,9781787007048.0,Gemini Books Group Ltd,02 January 2025,10.0,English UK / Other,0.42,0
Ocean,Unknown Author,Paperback,1,Children's Books,http://www.periplus.com/p/9791039552158/ocean?path=1_14,445000.0,445000.0,0.0,9791039552158.0,Yoyo Books; 1st edition,19 September 2024,64.0,English,1.4,0
Peekaboo House,"Reid, Camilla (Editorial Director)",Board Book,1,Children's Books,http://www.periplus.com/p/9781788005777/peekaboo-house?path=1_14,180000.0,180000.0,0.0,9781788005777.0,Nosy Crow Ltd,03 June 2021,10.0,English UK / Other,0.32,0
Piano Book - Itsy Bitsy Spider,North Parade Publishing,Paperback,1,Children's Books,http://www.periplus.com/p/9781835096666/piano-book-itsy-bitsy-spider?path=1_14,250000.0,250000.0,0.0,9781835096666.0,,30 July 2023,7.0,English,0.3,0
Unicornia: The Cupcake Contest,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529520019/unicornia-the-cupcake-contest?path=1_14,158000.0,158000.0,0.0,9781529520019.0,Walker Books Ltd,06 February 2025,128.0,English UK / Other,0.27,0
The Wild Robot : Now a major DreamWorks animation!,"Brown, Peter",Paperback,1,Children's Books,http://www.periplus.com/p/9781800789913/the-wild-robot-now-a-major-dreamworks-animation?path=1_14,180000.0,180000.0,0.0,9781800789913.0,Templar Books,26 September 2024,320.0,English UK / Other,0.23,0
